183.000	1.000	1.000	1.000	6.000	101.000	6.000	57.000	104.000	127.000	7.000	28.000	172.000	287.000	141.748	216.925	103.306	351.115	43.695	
183.000	1.000	2.000	1.000	6.000	108.000	6.000	59.000	136.000	172.000	116.000	43.000	119.000	105.000	170.293	62.235	302.741	237.355	359.250	
183.000	1.000	3.000	1.000	6.000	104.000	3.000	140.000	128.000	29.000	105.000	21.000	90.000	119.000	53.104	191.862	297.237	345.233	248.694	
183.000	1.000	4.000	1.000	6.000	110.000	1.000	110.000	167.000	26.000	148.000	35.000	6.000	146.000	271.346	96.466	44.809	336.238	198.997	
183.000	1.000	5.000	1.000	6.000	103.000	4.000	109.000	69.000	160.000	80.000	17.000	87.000	114.000	184.274	48.796	288.554	234.494	2.633	
183.000	1.000	6.000	1.000	6.000	107.000	4.000	151.000	125.000	30.000	125.000	53.000	49.000	303.000	256.671	71.323	193.314	137.244	9.607	
183.000	1.000	7.000	1.000	6.000	102.000	5.000	174.000	58.000	77.000	31.000	54.000	133.000	297.000	49.860	156.732	238.563	338.913	109.725	
183.000	1.000	8.000	1.000	6.000	109.000	3.000	147.000	94.000	142.000	169.000	167.000	11.000	77.000	10.872	200.757	251.885	313.298	154.838	
183.000	1.000	9.000	1.000	6.000	105.000	5.000	85.000	169.000	103.000	50.000	148.000	165.000	58.000	239.792	110.852	282.802	335.394	176.724	
183.000	1.000	10.000	1.000	6.000	106.000	4.000	42.000	1.000	124.000	67.000	111.000	63.000	309.000	108.501	68.599	26.879	183.302	244.708	
