277.000	0.000	1.000	1.000	6.000	17.000	2.000	84.000	115.000	14.000	131.000	111.000	74.000	222.000	92.322	334.431	295.624	29.150	164.892	
277.000	0.000	2.000	1.000	6.000	50.000	4.000	14.000	70.000	1.000	0.000	93.000	71.000	155.000	193.297	26.102	337.611	80.472	262.937	
277.000	0.000	3.000	1.000	6.000	11.000	4.000	104.000	146.000	47.000	65.000	64.000	113.000	142.000	314.079	202.425	251.504	103.005	35.979	
277.000	0.000	4.000	1.000	6.000	12.000	6.000	126.000	33.000	138.000	5.000	7.000	63.000	44.000	190.566	2.152	312.856	235.621	96.067	
277.000	0.000	5.000	1.000	6.000	47.000	3.000	16.000	161.000	172.000	75.000	136.000	139.000	236.000	53.330	14.075	307.023	163.899	94.262	
277.000	0.000	6.000	1.000	6.000	45.000	2.000	21.000	62.000	127.000	87.000	87.000	24.000	29.000	206.147	83.565	148.007	265.457	316.566	
277.000	0.000	7.000	1.000	6.000	35.000	2.000	59.000	109.000	91.000	14.000	152.000	121.000	345.000	215.445	293.726	140.445	24.518	75.349	
277.000	0.000	8.000	1.000	6.000	70.000	1.000	154.000	165.000	137.000	51.000	3.000	148.000	85.000	18.033	195.175	153.624	326.951	260.909	
277.000	0.000	9.000	1.000	6.000	91.000	4.000	44.000	67.000	86.000	86.000	146.000	31.000	171.000	54.702	348.530	249.675	117.825	303.104	
277.000	0.000	10.000	1.000	6.000	16.000	4.000	80.000	9.000	126.000	98.000	88.000	25.000	314.000	68.913	263.345	198.115	116.511	21.350	
277.000	0.000	11.000	1.000	6.000	7.000	3.000	0.000	89.000	9.000	175.000	65.000	126.000	179.000	220.515	137.233	66.153	294.982	343.934	
277.000	0.000	12.000	1.000	1.000	0.000	1.000	154.000	NaN	NaN	NaN	NaN	NaN	313.000	NaN	NaN	NaN	NaN	NaN	
277.000	0.000	13.000	1.000	6.000	25.000	3.000	33.000	14.000	74.000	162.000	1.000	21.000	101.000	197.774	38.512	150.022	330.427	268.646	
277.000	0.000	14.000	1.000	6.000	54.000	1.000	37.000	144.000	19.000	137.000	174.000	4.000	140.000	196.147	330.483	13.135	78.091	265.201	
277.000	0.000	15.000	1.000	6.000	9.000	4.000	170.000	120.000	25.000	73.000	153.000	55.000	220.000	310.133	128.191	1.362	40.330	263.984	
277.000	0.000	16.000	1.000	6.000	94.000	6.000	121.000	61.000	112.000	179.000	80.000	168.000	47.000	347.828	219.984	171.274	101.909	304.250	
277.000	0.000	17.000	1.000	6.000	42.000	3.000	85.000	139.000	122.000	41.000	104.000	32.000	304.000	227.162	51.858	9.732	148.480	106.971	
277.000	0.000	18.000	1.000	1.000	0.000	1.000	78.000	NaN	NaN	NaN	NaN	NaN	269.000	NaN	NaN	NaN	NaN	NaN	
277.000	0.000	19.000	1.000	6.000	52.000	2.000	163.000	59.000	11.000	117.000	92.000	35.000	335.000	155.169	84.720	25.198	282.676	232.544	
277.000	0.000	20.000	1.000	6.000	60.000	5.000	101.000	75.000	46.000	9.000	148.000	107.000	310.000	63.177	249.670	113.482	168.211	207.426	
277.000	0.000	21.000	1.000	6.000	3.000	1.000	97.000	105.000	40.000	144.000	32.000	52.000	302.000	240.326	122.549	7.855	67.366	185.464	
277.000	0.000	22.000	1.000	6.000	49.000	1.000	61.000	178.000	148.000	93.000	94.000	132.000	256.000	74.725	195.424	5.468	299.908	136.526	
277.000	0.000	23.000	1.000	6.000	37.000	2.000	136.000	104.000	114.000	10.000	72.000	154.000	52.000	229.877	147.702	186.772	346.570	289.208	
277.000	0.000	24.000	1.000	6.000	46.000	5.000	178.000	76.000	4.000	140.000	51.000	5.000	351.000	31.260	286.617	171.329	225.776	78.102	
277.000	0.000	25.000	1.000	6.000	44.000	5.000	83.000	24.000	63.000	77.000	164.000	120.000	359.000	184.856	107.574	296.237	42.303	225.442	
277.000	0.000	26.000	1.000	6.000	40.000	6.000	115.000	21.000	12.000	39.000	144.000	141.000	317.000	71.230	143.374	205.355	259.439	10.164	
